,ltable_title,ltable_authors,ltable_venue,ltable_year,rtable_title,rtable_authors,rtable_venue,rtable_year,alteredAttributes,droppedValues,copiedValues,nomatch_score,match_score,attr_count
0,efficient view maintenance at data warehouses,"d agrawal , a abbadi , a singh , t yurek",sigmod conference,2001.0,efficient data view maintenance warehouses,"d agrawal , a el abbadi , a singh , t yurek","proc . acm sigmod ,",,"('ltable_title', 'ltable_authors')","['dyda : data warehouse maintenance in fully concurrent environments', 'j chen , x zhang , s chen , a koeller , e rundensteiner']","['efficient view maintenance at data warehouses', 'd agrawal , a abbadi , a singh , t yurek']",0.052887797355651855,0.9471122026443481,2
166,efficient data view maintenance warehouses,"j chen , x zhang , s chen , a koeller , e rundensteiner",sigmod conference,2001.0,efficient data view maintenance warehouses,"d agrawal , a el abbadi , a singh , t yurek","proc . acm sigmod ,",,"('ltable_title',)",['dyda : data warehouse maintenance in fully concurrent environments'],['efficient data view maintenance warehouses'],0.08545619249343872,0.9145438075065613,2
167,efficient data view maintenance warehouses,", a singh , t yurek",sigmod conference,2001.0,efficient data view maintenance warehouses,"d agrawal , a el abbadi , a singh , t yurek","proc . acm sigmod ,",,"('ltable_title', 'ltable_authors')","['dyda : data warehouse maintenance in fully concurrent environments', 'j chen , x zhang , s chen , a koeller , e rundensteiner']","['efficient data view maintenance warehouses', ', a singh , t yurek']",0.049889981746673584,0.9501100182533264,2
168,efficient data view maintenance warehouses,"j chen , x zhang , s chen , a koeller , e rundensteiner","proc . acm sigmod ,",2001.0,efficient data view maintenance warehouses,"d agrawal , a el abbadi , a singh , t yurek","proc . acm sigmod ,",,"('ltable_title', 'ltable_venue')","['dyda : data warehouse maintenance in fully concurrent environments', 'sigmod conference']","['efficient data view maintenance warehouses', 'proc . acm sigmod ,']",0.4267846941947937,0.5732153058052063,2
169,efficient data view maintenance warehouses,"j chen , x zhang , s chen , a koeller , e rundensteiner",sigmod conference,,efficient data view maintenance warehouses,"d agrawal , a el abbadi , a singh , t yurek","proc . acm sigmod ,",,"('ltable_title', 'ltable_year')","['dyda : data warehouse maintenance in fully concurrent environments', 2001.0]","['efficient data view maintenance warehouses', nan]",0.040164828300476074,0.9598351716995239,2
174,efficient data view maintenance warehouses,"j chen , x zhang , s chen , a koeller , e rundensteiner",sigmod conference,2001.0,efficient data view maintenance warehouses,"d agrawal , a el abbadi , a singh , t yurek","proc . acm sigmod ,",,"('ltable_title',)",['dyda : data warehouse maintenance in fully concurrent environments'],['efficient data view maintenance warehouses'],0.08545619249343872,0.9145438075065613,2
175,efficient data view maintenance warehouses,"d agrawal , a el abbadi",sigmod conference,2001.0,efficient data view maintenance warehouses,"d agrawal , a el abbadi , a singh , t yurek","proc . acm sigmod ,",,"('ltable_title', 'ltable_authors')","['dyda : data warehouse maintenance in fully concurrent environments', 'j chen , x zhang , s chen , a koeller , e rundensteiner']","['efficient data view maintenance warehouses', 'd agrawal , a el abbadi']",0.05403238534927368,0.9459676146507263,2
176,efficient data view maintenance warehouses,"j chen , x zhang , s chen , a koeller , e rundensteiner","proc . acm sigmod ,",2001.0,efficient data view maintenance warehouses,"d agrawal , a el abbadi , a singh , t yurek","proc . acm sigmod ,",,"('ltable_title', 'ltable_venue')","['dyda : data warehouse maintenance in fully concurrent environments', 'sigmod conference']","['efficient data view maintenance warehouses', 'proc . acm sigmod ,']",0.4267846345901489,0.5732153654098511,2
177,efficient data view maintenance warehouses,"j chen , x zhang , s chen , a koeller , e rundensteiner",sigmod conference,,efficient data view maintenance warehouses,"d agrawal , a el abbadi , a singh , t yurek","proc . acm sigmod ,",,"('ltable_title', 'ltable_year')","['dyda : data warehouse maintenance in fully concurrent environments', 2001.0]","['efficient data view maintenance warehouses', nan]",0.040164828300476074,0.9598351716995239,2
182,efficient data view maintenance warehouses,"j chen , x zhang , s chen , a koeller , e rundensteiner",sigmod conference,2001.0,efficient data view maintenance warehouses,"d agrawal , a el abbadi , a singh , t yurek","proc . acm sigmod ,",,"('ltable_title',)",['dyda : data warehouse maintenance in fully concurrent environments'],['efficient data view maintenance warehouses'],0.08545619249343872,0.9145438075065613,2
